locus	description	start	end	consequence	variant_count	observed	expected	obs:exp	lower_CI	upper_CI	pvalue
MT-RNR1	12S ribosomal RNA	648	1601	stop_gain	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-RNR1	12S ribosomal RNA	648	1601	SNV	2862	29.0	28.23181682053583	1.0272098386139072	0.7348438596677154	1.4005819212868462	0.9859463336676427
MT-TV	tRNA valine	1602	1670	synonymous	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TV	tRNA valine	1602	1670	missense	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TV	tRNA valine	1602	1670	stop_gain	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TV	tRNA valine	1602	1670	SNV	207	3.0	5.457055447652962	0.5497470254384674	0.149841146934953	1.4208498708341901	0.8979658057757037
MT-RNR2	16S ribosomal RNA	1671	3229	synonymous	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-RNR2	16S ribosomal RNA	1671	3229	missense	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-RNR2	16S ribosomal RNA	1671	3229	stop_gain	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-RNR2	16S ribosomal RNA	1671	3229	SNV	4674	28.0	25.827999769101435	1.0840947905496334	0.7705063881591471	1.4863288648452049	0.9906943166514255
MT-Hum	Humanin peptide	2633	2705	synonymous	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-Hum	Humanin peptide	2633	2705	missense	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-Hum	Humanin peptide	2633	2705	stop_gain	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-RNR3	5S-like sequence	3206	3229	synonymous	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-RNR3	5S-like sequence	3206	3229	missense	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-RNR3	5S-like sequence	3206	3229	stop_gain	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TER	Transcription terminator	3229	3256	synonymous	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TER	Transcription terminator	3229	3256	missense	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TER	Transcription terminator	3229	3256	stop_gain	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TL1	tRNA leucine 1	3230	3304	synonymous	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TL1	tRNA leucine 1	3230	3304	missense	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TL1	tRNA leucine 1	3230	3304	stop_gain	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TL1	tRNA leucine 1	3230	3304	SNV	225	1.0	3.181439164490916	0.31432315637568287	0.01612267019280198	1.4911064688391347	0.8966963827521958
MT-ND1	NADH Dehydrogenase subunit 1	3307	4262	synonymous	732	37.0	39.756453488362446	0.9306665145780844	0.6940914774769051	1.2243417336952558	0.9349089297831047
MT-ND1	NADH Dehydrogenase subunit 1	3307	4262	missense	1987	15.0	19.905974498795988	0.753542611084289	0.4645002680745923	1.1603114312005305	0.7937367138267403
MT-ND1	NADH Dehydrogenase subunit 1	3307	4262	stop_gain	135	0.0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TI	tRNA isoleucine	4263	4331	synonymous	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TI	tRNA isoleucine	4263	4331	missense	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TI	tRNA isoleucine	4263	4331	stop_gain	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TI	tRNA isoleucine	4263	4331	SNV	207	0.0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TQ	tRNA glutamine	4329	4400	synonymous	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TQ	tRNA glutamine	4329	4400	missense	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TQ	tRNA glutamine	4329	4400	stop_gain	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TQ	tRNA glutamine	4329	4400	SNV	216	2.0	4.466061714721333	0.4478218456783671	0.07956932380206379	1.4096969598784026	0.8353740081024209
MT-TM	tRNA methionine	4402	4469	synonymous	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TM	tRNA methionine	4402	4469	missense	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TM	tRNA methionine	4402	4469	stop_gain	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TM	tRNA methionine	4402	4469	SNV	204	2.0	5.369976046020483	0.37244113993434586	0.06617562306670045	1.1724062766606937	0.7063332807729622
MT-ND2	NADH dehydrogenase subunit 2	4470	5511	synonymous	765	45.0	39.90728377672193	1.1276137020943697	0.8660828786578177	1.445723421742551	0.9972387408501474
MT-ND2	NADH dehydrogenase subunit 2	4470	5511	missense	2199	9.0	10.459252667578353	0.860482128699142	0.44890659873805167	1.5015620065091813	0.9615520077697672
MT-ND2	NADH dehydrogenase subunit 2	4470	5511	stop_gain	152	0.0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TW	tRNA tryptophan	5512	5579	synonymous	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TW	tRNA tryptophan	5512	5579	missense	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TW	tRNA tryptophan	5512	5579	stop_gain	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TW	tRNA tryptophan	5512	5579	SNV	204	1.0	2.4531769968211887	0.4076346718136497	0.02090892522391008	1.9337636560825602	0.9610337943211679
MT-NC3	non-coding nucleotides	5580	5586	synonymous	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-NC3	non-coding nucleotides	5580	5586	missense	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-NC3	non-coding nucleotides	5580	5586	stop_gain	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TA	tRNA alanine	5587	5655	synonymous	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TA	tRNA alanine	5587	5655	missense	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TA	tRNA alanine	5587	5655	stop_gain	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TA	tRNA alanine	5587	5655	SNV	207	1.0	2.858867193926946	0.3497888961488966	0.017941824823661693	1.6593511333677569	0.9296370185309659
MT-TN	tRNA asparagine	5657	5729	synonymous	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TN	tRNA asparagine	5657	5729	missense	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TN	tRNA asparagine	5657	5729	stop_gain	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TN	tRNA asparagine	5657	5729	SNV	219	0.0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-OLR	L-strand origin	5721	5798	synonymous	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-OLR	L-strand origin	5721	5798	missense	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-OLR	L-strand origin	5721	5798	stop_gain	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TC	tRNA cysteine	5761	5826	synonymous	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TC	tRNA cysteine	5761	5826	missense	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TC	tRNA cysteine	5761	5826	stop_gain	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TC	tRNA cysteine	5761	5826	SNV	198	3.0	5.144120609847379	0.5831900586189808	0.1589565076679284	1.5072851350121763	0.9220906624498977
MT-TY	tRNA tyrosine	5826	5891	synonymous	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TY	tRNA tyrosine	5826	5891	missense	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TY	tRNA tyrosine	5826	5891	stop_gain	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TY	tRNA tyrosine	5826	5891	SNV	198	1.0	3.722347184748744	0.26864769737149047	0.013779825427813443	1.274428279507943	0.8268831070172178
MT-NC5	non-coding nucleotides	5892	5903	synonymous	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-NC5	non-coding nucleotides	5892	5903	missense	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-NC5	non-coding nucleotides	5892	5903	stop_gain	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-CO1	Cytochrome c oxidase subunit I	5904	7445	synonymous	1109	63.0	68.35204835263299	0.9216987861867518	0.7393647535625498	1.1367963696547778	0.8884890014140533
MT-CO1	Cytochrome c oxidase subunit I	5904	7445	missense	3289	11.0	14.208737621563476	0.7741715198756413	0.4341699772140987	1.2814308164344983	0.8707259322753604
MT-CO1	Cytochrome c oxidase subunit I	5904	7445	stop_gain	211	0.0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TS1	tRNA serine 1	7446	7514	synonymous	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TS1	tRNA serine 1	7446	7514	missense	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TS1	tRNA serine 1	7446	7514	stop_gain	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TS1	tRNA serine 1	7446	7514	SNV	207	0.0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TD	tRNA aspartic acid	7518	7585	synonymous	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TD	tRNA aspartic acid	7518	7585	missense	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TD	tRNA aspartic acid	7518	7585	stop_gain	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TD	tRNA aspartic acid	7518	7585	SNV	204	2.0	3.0869659454831706	0.6478853461037973	0.11511675767548545	2.0394762148523067	0.9619151633243224
MT-CO2	Cytochrome c oxidase subunit II	7586	8269	synonymous	481	36.0	36.76378279270259	0.9792245864086054	0.7271059845058733	1.2931404149210182	0.9692975989705717
MT-CO2	Cytochrome c oxidase subunit II	7586	8269	missense	1466	12.0	16.349444395949998	0.7339698958193698	0.4235136281022701	1.1891883821282172	0.7870428959020948
MT-CO2	Cytochrome c oxidase subunit II	7586	8269	stop_gain	88	0.0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-NC7	non-coding nucleotides	8270	8294	synonymous	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-NC7	non-coding nucleotides	8270	8294	missense	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-NC7	non-coding nucleotides	8270	8294	stop_gain	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TK	tRNA lysine	8295	8364	synonymous	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TK	tRNA lysine	8295	8364	missense	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TK	tRNA lysine	8295	8364	stop_gain	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TK	tRNA lysine	8295	8364	SNV	210	1.0	2.3874720763666764	0.41885306634531566	0.02148435363717851	1.9869821998546373	0.96507650946055
MT-ATP8	ATP synthase F0 subunit 8	8366	8572	synonymous	110	7.0	10.018714361433858	0.6986924417114707	0.32791789179469955	1.3123553909316548	0.8630961700185908
MT-ATP8	ATP synthase F0 subunit 8	8366	8572	missense	417	4.0	7.684777555386411	0.5205095360497873	0.17779543869713596	1.191123485444506	0.7548855269785538
MT-ATP8	ATP synthase F0 subunit 8	8366	8572	stop_gain	41	0.0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-ATP6	ATP synthase F0 subunit 6	8527	9207	synonymous	485	21.0	22.876357813591955	0.917978297555867	0.6151339676974469	1.3219081261791117	0.9393200064280721
MT-ATP6	ATP synthase F0 subunit 6	8527	9207	missense	1426	23.0	25.296992430034038	0.9091989912877185	0.621397886599572	1.2881129858384934	0.9434716327951322
MT-ATP6	ATP synthase F0 subunit 6	8527	9207	stop_gain	75	0.0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-CO3	Cytochrome c oxidase subunit III	9207	9990	synonymous	557	23.0	24.178894326248784	0.951242835576275	0.6501330218513475	1.3476788480112583	0.9657836367163612
MT-CO3	Cytochrome c oxidase subunit III	9207	9990	missense	1664	14.0	20.413084660540413	0.6858346121036156	0.41463295052964205	1.0721792554546568	0.6882247901205364
MT-CO3	Cytochrome c oxidase subunit III	9207	9990	stop_gain	120	0.0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TG	tRNA glycine	9991	10058	synonymous	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TG	tRNA glycine	9991	10058	missense	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TG	tRNA glycine	9991	10058	stop_gain	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TG	tRNA glycine	9991	10058	SNV	204	1.0	3.181439164490916	0.31432315637568287	0.01612267019280198	1.4911064688391347	0.8966963827521958
MT-ND3	NADH dehydrogenase subunit 3	10059	10404	synonymous	244	16.0	14.175155070942969	1.1287354473319098	0.7079962569754467	1.7143504647410184	0.9941768787384699
MT-ND3	NADH dehydrogenase subunit 3	10059	10404	missense	732	4.0	5.0166402946033735	0.7973463842530191	0.27235725834671487	1.8246313247701709	0.9675644482610795
MT-ND3	NADH dehydrogenase subunit 3	10059	10404	stop_gain	51	0.0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TR	tRNA arginine	10405	10469	synonymous	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TR	tRNA arginine	10405	10469	missense	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TR	tRNA arginine	10405	10469	stop_gain	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TR	tRNA arginine	10405	10469	SNV	195	1.0	3.208993914529053	0.3116241496976346	0.015984229248710888	1.4783027468242425	0.8935641830012631
MT-ND4L	NADH dehydrogenase subunit 4L	10470	10766	synonymous	227	10.0	11.556372002680984	0.8653234767520535	0.4694730920597438	1.4677806522485437	0.9524985432393106
MT-ND4L	NADH dehydrogenase subunit 4L	10470	10766	missense	611	6.0	6.524377264648473	0.9196279976803693	0.4005002528524239	1.8150997669289965	0.9835336454664019
MT-ND4L	NADH dehydrogenase subunit 4L	10470	10766	stop_gain	28	0.0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-ND4	NADH dehydrogenase subunit 4	10760	12137	synonymous	1022	46.0	46.017024046220236	0.9996300489531192	0.7701668328950699	1.2781318824984687	0.9728416578652175
MT-ND4	NADH dehydrogenase subunit 4	10760	12137	missense	2900	15.0	15.609868560016748	0.9609305768545117	0.5923387794987823	1.479649214939607	0.9710281655375346
MT-ND4	NADH dehydrogenase subunit 4	10760	12137	stop_gain	193	0.0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TH	tRNA histidine	12138	12206	synonymous	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TH	tRNA histidine	12138	12206	missense	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TH	tRNA histidine	12138	12206	stop_gain	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TH	tRNA histidine	12138	12206	SNV	207	3.0	5.105563046543425	0.5875943500552919	0.16015695814735809	1.5186682560275337	0.9247967542861277
MT-TS2	tRNA serine2	12207	12265	synonymous	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TS2	tRNA serine2	12207	12265	missense	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TS2	tRNA serine2	12207	12265	stop_gain	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TS2	tRNA serine2	12207	12265	SNV	177	4.0	5.2678186140497445	0.7593275875770744	0.2593708130165563	1.7376298800843897	0.9573880509054342
MT-TL2	tRNA leucine2	12266	12336	synonymous	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TL2	tRNA leucine2	12266	12336	missense	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TL2	tRNA leucine2	12266	12336	stop_gain	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TL2	tRNA leucine2	12266	12336	SNV	213	3.0	5.0630339769429575	0.5925300943390843	0.16150226344277324	1.5314249446562782	0.9277137214089775
MT-ND5	NADH dehydrogenase subunit 5	12337	14148	synonymous	1307	63.0	65.75384711678187	0.9581188441812247	0.768580054273992	1.181715805734348	0.9387993978444016
MT-ND5	NADH dehydrogenase subunit 5	12337	14148	missense	3874	24.0	28.64045349373408	0.8379755580773429	0.577820414692935	1.1784870404428096	0.8622966545768106
MT-ND5	NADH dehydrogenase subunit 5	12337	14148	stop_gain	238	0.0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-ND6	NADH dehydrogenase subunit 6	14149	14673	synonymous	367	10.0	13.26080111865977	0.7541022529874628	0.4091310659547562	1.2791247741325167	0.8755545025709035
MT-ND6	NADH dehydrogenase subunit 6	14149	14673	missense	1083	10.0	13.845193484469307	0.7222723186366005	0.39186203523823515	1.2251341416607204	0.8380509028359473
MT-ND6	NADH dehydrogenase subunit 6	14149	14673	stop_gain	108	0.0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TE	tRNA glutamic acid	14674	14742	synonymous	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TE	tRNA glutamic acid	14674	14742	missense	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TE	tRNA glutamic acid	14674	14742	stop_gain	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TE	tRNA glutamic acid	14674	14742	SNV	207	4.0	6.857368383423266	0.5833141485689238	0.19924821306854618	1.3348442893581351	0.8446598828018257
MT-CYB	Cytochrome b	14747	15887	synonymous	816	54.0	47.38089436785374	1.1396998879074998	0.8971432795257386	1.429692070357773	0.9981168665757157
MT-CYB	Cytochrome b	14747	15887	missense	2433	32.0	34.486381214418785	0.9279025189984496	0.6755551551656077	1.2463602212529183	0.9334177899188533
MT-CYB	Cytochrome b	14747	15887	stop_gain	163	0.0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TT	tRNA threonine	15888	15953	synonymous	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TT	tRNA threonine	15888	15953	missense	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TT	tRNA threonine	15888	15953	stop_gain	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TT	tRNA threonine	15888	15953	SNV	198	10.0	13.831701497549325	0.722976851529928	0.39224427291555986	1.2263291858002603	0.8389788669583288
MT-ATT	membrane attachment site	15925	499	synonymous	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-ATT	membrane attachment site	15925	499	missense	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-ATT	membrane attachment site	15925	499	stop_gain	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TP	tRNA proline	15956	16023	synonymous	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TP	tRNA proline	15956	16023	missense	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TP	tRNA proline	15956	16023	stop_gain	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-TP	tRNA proline	15956	16023	SNV	204	3.0	3.5427872390448303	0.846790901507489	0.2308045592329758	2.1885752670891936	0.98938465485578
MT-CR	entire Control Region (including displacement loop)	16024	576	synonymous	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
MT-CR	entire Control Region (including displacement loop)	16024	576	missense	0	0	1.840752372296702	0.0	0.0	1.6274499050712736	0.8846558377773415
